ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
471,王剑峰,110.0,-21%,-65,均胜投资,Joyson,浙江宁波,汽车零部件制造,Automobile parts,家族,先生,54,1970-01-01,198,,中国-浙江-宁波,硕士,,,110.0,54,汽车零部件制造,浙江宁波
471,王文默,110.0,-12%,0,安踏,Anta,福建厦门,体育用品,Sportswear,未知,先生,68,1956-01-01,198,中国-福建,中国-福建-厦门,,,,110.0,68,体育用品,福建厦门
471,吴尚志,110.0,10%,114,鼎晖,CDH,北京,投资,Investments,未知,先生,74,1950-01-01,198,中国-北京,中国-北京,博士,麻省理工,中国-北京,110.0,74,投资,北京
471,项光明、王素勤,110.0,5%,94,伟明环保,Weiming Environment Protection,浙江温州,垃圾发电,garbage power,夫妇,先生,61,1963-01-01,198,中国-浙江-温州,中国-浙江-温州,,,,110.0,61,垃圾发电,浙江温州
471,许晨晔,110.0,5%,94,腾讯,Tencent,广东深圳,互联网服务,Internet Services,未知,先生,53,1971-01-01,198,,中国-广东-深圳,硕士,深圳、南大,,110.0,53,互联网服务,广东深圳
471,许英灼,110.0,-15%,-16,海大,Haid,广东广州,饲料,Agricultural Products,未知,先生,59,1965-01-01,198,中国-广东-潮州,中国-广东-广州,本科,悉尼大学,中国-广东-潮汕,110.0,59,饲料,广东广州
471,严健军,110.0,-8%,21,致达,Zenitek,上海静安,信息、金融、投资,"Information, Investments",未知,先生,59,1965-11-01,198,中国-浙江-宁波,中国-上海,本科,上海工程技术,中国-浙江-宁波,110.0,59,信息、金融、投资,上海静安
471,姚奎章,110.0,-12%,0,养元饮品,Yangyuan ZhiHui,河北衡水,饮料,Food & Beverage,未知,先生,59,1965-01-01,198,,中国-河北-衡水,,,,110.0,59,饮料,河北衡水
471,郁国祥,110.0,-8%,21,乐游科技,Leyou,上海,投资,Investments,未知,先生,54,1970-10-01,198,,中国-上海,,,,110.0,54,投资,上海
471,张宁,110.0,-8%,21,彤程新材,Red Avenue,上海浦东,化工原料,Chemical raw materials,未知,女士,50,1974-04-01,198,,中国-上海,硕士,北京工商大学、英国华威大学,,110.0,50,化工原料,上海浦东
471,章小华,110.0,5%,94,红狮控股,Hongshi,浙江金华,水泥,Cement,未知,先生,56,1968-01-01,198,,中国-浙江-金华,,,,110.0,56,水泥,浙江金华
471,赵绪龙、朱水纳,110.0,NEW,New,迈富时,Marketingforce,上海静安,SaaS解决方案,SaaS,夫妇,未知,未知,1900-01-01,198,中国-浙江-杭州,上海,,,内蒙古赤峰,110.0,0,SaaS解决方案,上海静安
471,郑春颖,110.0,-8%,21,伽蓝,Jala,上海,化妆品,Cosmetic,未知,先生,未知,1900-01-01,198,中国-辽宁-辽阳,中国-上海,,,,110.0,0,化妆品,上海
471,周宗文,110.0,-24%,-83,周大生,Chow Tai Seng,广东深圳,珠宝,Jewellery,家族,先生,67,1957-03-01,198,,中国-广东-深圳,,,,110.0,67,珠宝,广东深圳
494,蔡镇球,105.0,31%,261,霖园,Lin Yuan,台湾台北,金融服务,Financial Services,家族,先生,59,1965-01-01,198,中国-台湾-台北,中国-台湾-台北,,,中国-福建-泉州,105.0,59,金融服务,台湾台北
494,昌敬,105.0,8%,138,石头科技,Roborock,北京,智能机器人,Robotics,未知,先生,42,1982-08-01,198,,中国-北京,,,,105.0,42,智能机器人,北京
494,陈先保,105.0,-13%,-2,华泰,Hefei Huatai,安徽合肥,农副食品加工业,Food and beverage,家族,先生,65,1959-05-01,198,中国-安徽-合肥,中国-安徽-合肥,本科,江南,,105.0,65,农副食品加工业,安徽合肥
494,成正辉,105.0,31%,261,惠泰医疗,Apt Medical,广东深圳,医疗器械,Medical Devices,未知,先生,60,1964-12-29,198,中国-广东-深圳,中国-广东-深圳,,,,105.0,60,医疗器械,广东深圳
494,董才平,105.0,-5%,42,中天钢铁,Zenith,江苏常州,钢铁、投资,"Steel, Investments",未知,先生,61,1963-07-01,198,中国-江苏-常州,中国-江苏-常州,硕士,中央党校,中国-江苏-常州,105.0,61,钢铁、投资,江苏常州
494,甘忠如,105.0,12%,172,甘李药业,Gan & Lee Pharmaceuticals,北京,生物制药,Biotech,未知,先生,76,1948-07-01,198,,中国-北京,,,,105.0,76,生物制药,北京
494,何旗,105.0,-5%,42,均和,Junhe,上海浦东,钢铁贸易,Steel trade,未知,先生,42,1982-01-01,198,,中国-上海,本科,,,105.0,42,钢铁贸易,上海浦东
494,黄巧灵,105.0,-30%,-117,宋城,Worldland,浙江杭州,旅游、房地产,"Tourism, real estate",家族,先生,66,1958-01-01,198,中国-浙江,中国-浙江-杭州,,,,105.0,66,旅游、房地产,浙江杭州
494,柯尊洪,105.0,24%,212,康弘药业,Kanghong Pharmaceuticals,四川成都,制药,Pharmaceuticals,家族,先生,70,1954-07-01,198,中国-四川-雅安,中国-四川-成都,本科,华西医,中国-四川-雅安,105.0,70,制药,四川成都
494,陆昂,105.0,5%,91,嘉德,China Guardian,北京,投资、拍卖,"Investments, Auction",未知,女士,61,1963-01-01,198,,中国-北京,硕士,武汉大学,,105.0,61,投资、拍卖,北京
494,罗智先、高秀玲,105.0,11%,141,统一,Uni-President,台湾台南,食品和饮料,Food & Beverages,夫妇,先生,68,1956-09-01,198,中国-台湾-台南,中国-台湾-台南,,,,105.0,68,食品和饮料,台湾台南
494,蒲忠杰、张月娥,105.0,-25%,-88,乐普,Lepu,北京,医疗设备,Medical Equipment,夫妇,先生,61,1963-01-01,198,,中国-北京,博士,西交大,,105.0,61,医疗设备,北京
494,王明旺、蔡帝娥,105.0,5%,91,欣旺达,Sunwoda,广东深圳,电子部件,Electrical Components,夫妇,先生,57,1967-05-01,198,中国-广东-茂名,中国-广东-深圳,硕士,,中国-广东,105.0,57,电子部件,广东深圳
494,王维,105.0,0%,71,行云集团,Xingyun,广东深圳,企业服务,Bussiness Service,未知,先生,43,1981-01-01,198,中国-上海,中国-广东-深圳,,,中国-上海,105.0,43,企业服务,广东深圳
494,王雪红、陈文琦,105.0,11%,141,宏达,HTC,台湾桃园,半导体,Semiconductors,夫妇,先生,66,1958-09-14,198,中国-台湾-新北,中国-台湾-桃园,,,中国-台湾-新北,105.0,66,半导体,台湾桃园
494,许连捷,105.0,-5%,42,恒安,HengAn,福建泉州,个人护理用品,Personal care products,未知,先生,71,1953-01-01,198,中国-福建-泉州,中国-福建-泉州,,,,105.0,71,个人护理用品,福建泉州
494,薛向东,105.0,-19%,-39,东华软件,DHC Digital,北京,软件与信息服务,Software and Information Services,家族,先生,65,1959-01-01,198,中国-山东-泰安,中国-北京,本科,湖南,中国-山东-泰安,105.0,65,软件与信息服务,北京
494,叶小平,105.0,-19%,-39,泰格医药,Tigermed,浙江杭州,医药,Pharmaceuticals,未知,先生,61,1963-02-01,198,中国-浙江-嘉兴,中国-浙江-杭州,博士,牛津,,105.0,61,医药,浙江杭州
494,余凯,105.0,NEW,New,地平线,Horizon,北京,智能芯片,Smart chips,未知,先生,未知,1900-01-01,198,,中国-北京,博士,南大、慕尼黑,,105.0,0,智能芯片,北京
494,袁仲雪、袁嵩,105.0,5%,91,赛轮轮胎,Sailun,山东青岛,轮胎,Tires,父子,先生,69,1955-01-01,198,,中国-山东-青岛,,,,105.0,69,轮胎,山东青岛
494,张邦鑫,105.0,7%,136,好未来,TAL Education,北京,教育,Education,未知,先生,44,1980-07-01,198,中国-江苏,中国-北京,硕士,川大、北大,,105.0,44,教育,北京
494,张传卫,105.0,-19%,-39,明阳智能,MingYang Smart Energy,广东中山,新能源,New Energy,家族,先生,62,1962-06-15,198,中国-河南-信阳,中国-广东-中山,,,中国-河南-信阳,105.0,62,新能源,广东中山
494,张毓强,105.0,-19%,-39,振石控股,Zhenshi,浙江嘉兴,房地产、矿产,"Real estate, mining",家族,先生,69,1955-01-01,198,中国-浙江-嘉兴,中国-浙江-嘉兴,硕士,浙江工业,,105.0,69,房地产、矿产,浙江嘉兴
517,陈康平,100.0,-20%,-46,晶科能源,Jinko Solar,江西上饶,太阳能,Solar,未知,先生,51,1973-01-01,198,,中国-江西-上饶,,,,100.0,51,太阳能,江西上饶
517,程维,100.0,54%,423,滴滴出行,Didi,北京,生活服务平台,Life Service,未知,先生,41,1983-05-01,198,中国-江西-上饶,中国-北京,本科,北京化工,,100.0,41,生活服务平台,北京
517,邓耀,100.0,0%,68,百丽,Belle,香港,服装与配饰,Apparel & Accessories,家族,先生,90,1934-12-01,198,中国-香港,中国-香港,,,中国-香港,100.0,90,服装与配饰,香港
517,段永平,100.0,11%,152,步步高,BBK,美国,投资,Investments,未知,先生,63,1961-03-01,198,中国-江西-南昌,美国-湾区,硕士,浙大、人大,中国-江西-吉安,100.0,63,投资,美国
517,顾伟,100.0,-5%,48,兆驰股份,Mtc,广东深圳,消费电子产品,Consumer Electronics,未知,先生,59,1965-01-01,198,中国-江西-南昌,中国-新疆-乌鲁木齐,硕士,长江,,100.0,59,消费电子产品,广东深圳
517,胡应湘,100.0,0%,68,合和实业,Hopewell,香港,房地产、建筑工程,"Real Estate, Architectural Engineering",未知,先生,89,1935-12-01,198,中国-香港,中国-香港,,,中国-香港,100.0,89,房地产、建筑工程,香港
517,黄宏生,100.0,0%,68,创维,Skyworth,广东深圳,家用电器,Household Appliances,家族,先生,68,1956-01-01,198,中国-海南-临高,中国-广东-深圳,本科,华南理工,,100.0,68,家用电器,广东深圳
517,李国宝,100.0,0%,68,东亚银行,BEA,香港,银行业,Banking,家族,先生,85,1939-03-01,198,伦敦,中国-香港,,,,100.0,85,银行业,香港
517,李家权,100.0,0%,68,龙蟒,Lomon,四川成都,钛白粉、磷化工,"Titanium dioxide, phosphate",家族,先生,61,1963-09-01,198,中国-四川,中国-四川-成都,,,,100.0,61,钛白粉、磷化工,四川成都
517,李建全,100.0,-33%,-140,稳健医疗,Winner,广东深圳,医疗用品,Health Tech,未知,先生,67,1957-01-01,198,,中国-广东-深圳,,,,100.0,67,医疗用品,广东深圳
517,李金阳,100.0,5%,118,赤峰黄金,Jilong,内蒙古赤峰,金矿,Gold Mining,未知,女士,未知,1900-01-01,198,,中国-内蒙古-赤峰,,,,100.0,0,金矿,内蒙古赤峰
517,李宁,100.0,-17%,-25,李宁,Li-ning,北京,体育用品、投资,"Sporting Goods, Investments",未知,先生,61,1963-03-01,198,中国-广西-来宾,中国-北京,硕士,北大、北大,中国-广东-佛山,100.0,61,体育用品、投资,北京
517,李仲初,100.0,-55%,-280,石基,Shiji,北京,软件与信息服务,Software and Information Services,家族,先生,61,1963-01-01,198,中国-湖南-娄底,中国-北京,硕士,武大、航天二院,,100.0,61,软件与信息服务,北京
517,励民,100.0,-17%,-25,瑞芯微,Rockchip Electronics,福建福州,集成电路,Integrated circuit,未知,先生,59,1965-01-01,198,,中国-福建-福州,,,,100.0,59,集成电路,福建福州
517,林定强,100.0,-26%,-90,金辉,Kamfei,北京,房地产,Real Estate,家族,先生,58,1966-10-01,198,中国-福建-福州,中国-福建-福州,,,中国-福建-福州,100.0,58,房地产,北京
517,刘方毅,100.0,18%,189,英科医疗,Intco,山东淄博,医疗器械,Medical devices,未知,先生,54,1970-01-01,198,,中国-山东-淄博,,,,100.0,54,医疗器械,山东淄博
517,秦龙,100.0,11%,152,森麒麟,Sentury,山东青岛,轮胎,Tires,未知,先生,59,1965-07-01,198,,中国-山东-青岛,,,,100.0,59,轮胎,山东青岛
517,饶微,100.0,5%,118,新产业,New Industries,广东深圳,医疗器械,Health Tech,家族,先生,60,1964-11-21,198,,中国-广东-深圳,,,,100.0,60,医疗器械,广东深圳
517,邵根伙,100.0,-20%,-46,大北农,Dabeinong,北京,饲料、种业,"Animal Feed, Seed",未知,先生,59,1965-07-01,198,中国-浙江-金华,中国-北京,博士,浙大、中国农业,中国-浙江-金华,100.0,59,饲料、种业,北京
517,施文博,100.0,-5%,48,恒安,HengAn,福建泉州,个人护理用品,Personal care products,未知,先生,74,1950-01-01,198,中国-福建-泉州,中国-福建-泉州,,,,100.0,74,个人护理用品,福建泉州
517,孙孟全,100.0,-26%,-90,鲁花,Luhua,山东烟台,食用油,Edible oils,家族,先生,74,1950-02-01,198,,中国-山东-烟台,,,中国-山东-烟台,100.0,74,食用油,山东烟台
517,唐修国,100.0,-20%,-46,三一,Sany,北京,重型机械,Heavy Machinery,未知,先生,61,1963-08-01,198,中国-湖南,中国-湖南-长沙,本科,中南,,100.0,61,重型机械,北京
517,田明,100.0,-35%,-147,美亚光电,Meyer,安徽合肥,专用设备制造业,"Electronic device, optoelectronic",未知,先生,71,1953-01-01,198,中国-安徽,中国-安徽-合肥,,,,100.0,71,专用设备制造业,安徽合肥
517,万隆、王梅香,100.0,23%,234,双汇,Shuanghui,河南郑州,食品,Food processing,夫妇,先生,84,1940-01-01,198,中国-河南-漯河,中国-河南-郑州,,,,100.0,84,食品,河南郑州
517,汪林朋,100.0,-26%,-90,居然之家,Easyhome,北京,家居建材,Home Building Materials,未知,先生,55,1969-01-01,198,中国-湖北-黄冈,中国-北京,硕士,北京工商大学、北大,,100.0,55,家居建材,北京
517,吴东进,100.0,5%,118,新光,Shin Kong,台湾台北,金融、医院,"Financial Services, Hospital",家族,先生,79,1945-01-01,198,中国-台湾-台北,中国-台湾-台北,,,中国-台湾-新竹,100.0,79,金融、医院,台湾台北
517,谢嘉,100.0,-31%,-129,大疆,DJI,广东深圳,无人机,Drones,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,100.0,0,无人机,广东深圳
517,杨冰,100.0,0%,68,得物,Dewu,上海,电商,E-commerce,未知,先生,39,1985-01-01,198,中国-江西-,中国-上海,,,中国-江西,100.0,39,电商,上海
517,应书岭,100.0,2%,113,英雄互娱,Yingxiong,北京,电竞游戏,E-sports Game,未知,先生,43,1981-06-01,198,中国-上海,中国-北京,本科,华东师大,中国-上海,100.0,43,电竞游戏,北京
517,张恭运,100.0,18%,189,豪迈科技,Himile ,山东潍坊,机械制造,Machinery,未知,先生,61,1963-01-01,198,,中国-山东-高密,本科,,中国-山东,100.0,61,机械制造,山东潍坊
517,张克强,100.0,-9%,19,华美国际,Huamei,广东广州,投资、房地产,"Investments, Real Estate",未知,先生,64,1960-01-01,198,中国-广东,中国-广东-广州,硕士,澳大利亚梅铎,,100.0,64,投资、房地产,广东广州
517,张立国,100.0,-44%,-215,敷尔佳,Voolga,黑龙江哈尔滨,护肤品,Skincare Products,未知,先生,60,1964-01-01,198,,中国-黑龙江-哈尔滨,,,,100.0,60,护肤品,黑龙江哈尔滨
517,张永平,100.0,-9%,19,秀水街,Xiushuijie,北京,房地产,Real Estate,未知,先生,63,1961-10-01,198,,中国-北京,,,,100.0,63,房地产,北京
517,周剑,100.0,11%,152,优必选,UBtech,广东深圳,机器人,Robotics,未知,先生,48,1976-01-01,198,中国-上海,中国-广东-深圳,,,,100.0,48,机器人,广东深圳
551,陈得福,95.0,0%,84,仙妮雷德,Sunrider,美国洛杉矶,医疗保健,Healthcare,家族,先生,76,1948-04-02,198,中国-台湾-嘉义,美国-洛杉矶,,,中国-福建,95.0,76,医疗保健,美国洛杉矶
551,范秀莲、杨飞,95.0,36%,345,海思科,Haisco Pharmaceutical,西藏山南,医药,Pharmaceuticals,母女,先生,61,1963-12-01,198,中国-辽宁-沈阳,中国-辽宁-沈阳,硕士,华南工、长江商学院,,95.0,61,医药,西藏山南
551,何涛,95.0,-10%,14,圆心科技,Yuanxin,北京,互联网医院,Pharmaceuticals,未知,先生,44,1980-01-01,198,,中国-北京,,,,95.0,44,互联网医院,北京
551,焦震,95.0,6%,118,鼎晖,CDH,北京,投资,Investments,未知,先生,58,1966-01-01,198,,中国-北京,硕士,山东、航空航天工业部第二研究院（山东大学）,,95.0,58,投资,北京
551,金磊、李凤玲,95.0,-21%,-59,佰仁医疗,Balance Medical,北京,医疗器械,Health Tech,夫妇,先生,70,1954-09-23,198,,中国-北京,,,,95.0,70,医疗器械,北京
551,李晓明,95.0,-47%,-249,恩捷股份,Energy New Material,云南玉溪,包装盒生产,Packaging Production,家族,先生,66,1958-01-01,198,,中国-云南-玉溪,硕士,Universit of Massachusetts、Universit of Massachusetts,,95.0,66,包装盒生产,云南玉溪
551,梁丰、邵晓梅,95.0,-63%,-352,璞泰来,Putailai,上海浦东,锂电池材料,Lithium Battery,夫妇,先生,56,1968-11-01,198,,中国-上海,硕士,,,95.0,56,锂电池材料,上海浦东
551,林来嵘、安素梅,95.0,-21%,-59,众兴,Zhongxing,天津,矿业,Mining,夫妇,先生,56,1968-01-01,198,中国-内蒙古-巴彦淖尔市,中国-天津,,,,95.0,56,矿业,天津
551,罗秋平、潘东,95.0,-44%,-226,蓝月亮,Blue Moon,广东广州,日化用品,Personal Care,夫妇,先生,61,1963-01-01,198,中国-湖北-荆门,中国-广东-广州,,,,95.0,61,日化用品,广东广州
551,彭永鹤,95.0,0%,84,新瑞鹏,Ruipeng Pet,广东深圳,宠物医院,Healthcare,未知,先生,55,1969-01-01,198,,中国-广东-深圳,,,,95.0,55,宠物医院,广东深圳
551,乔志涌,95.0,12%,155,侨源股份,Qiaoyuan Gas,四川成都,液态气体,Chemical,家族,先生,60,1964-01-01,198,中国-四川,中国-四川-成都,,,,95.0,60,液态气体,四川成都
551,荣智健,95.0,0%,84,中信泰富,CITIC,香港,投资、房地产,"Investments, Real Estate",未知,先生,82,1942-01-01,198,中国-上海,中国-香港,本科,天大,中国-江苏-无锡,95.0,82,投资、房地产,香港
551,苏纯兴,95.0,0%,84,和泰汽车,Hotai Motor,台湾台北,汽车零售,Automobile Sales,家族,先生,未知,1900-01-01,198,中国-台湾-台北,中国-台湾-台北,,,中国-台湾,95.0,0,汽车零售,台湾台北
551,王恒,95.0,0%,84,金鹰,Golden Eagle,江苏南京,零售、房地产,Retail,家族,先生,76,1948-01-01,198,中国-广东-广州,美国,,,,95.0,76,零售、房地产,江苏南京
551,王均豪,95.0,-17%,-30,均瑶,JuneYao,上海徐汇,房地产、航空、零售,"Real estate, airline, retail",未知,先生,52,1972-10-01,198,中国-浙江-温州,中国-上海,硕士,亚洲国际公开,中国-浙江-温州,95.0,52,房地产、航空、零售,上海徐汇
551,王振华,95.0,-5%,34,新城,Seazen,上海普陀,房地产,Real estate,家族,先生,62,1962-03-01,198,中国-江苏,中国-上海,,,中国-江苏,95.0,62,房地产,上海普陀
551,吴东亮,95.0,6%,118,新光,Shin Kong,台湾台北,金融,Financial,家族,先生,未知,1900-01-01,198,中国-台湾-台北,中国-台湾-台北,,,中国-台湾-新竹,95.0,0,金融,台湾台北
551,吴忌寒,95.0,-5%,34,比特小鹿,Bitdeer,新加坡,芯片、矿机,"Chips, Mining Hardware",未知,先生,38,1986-01-01,198,中国-重庆,中国-北京,本科,北大,,95.0,38,芯片、矿机,新加坡
551,吴美蓉,95.0,-21%,-59,美科股份,Meike,上海,太阳能设备,Solar energy equipment,家族,先生,64,1960-04-01,198,,中国-上海,,,中国-江苏-扬中,95.0,64,太阳能设备,上海
551,谢菊华,95.0,0%,84,健友股份,King-friend,江苏南京,原料药,Bulk Drug,家族,先生,73,1951-01-01,198,,中国-江苏-南京,,,,95.0,73,原料药,江苏南京
551,许达来,95.0,28%,308,小米,Xiaomi,北京,智能硬件与技术、投资,"IoT, Investments",未知,先生,53,1971-11-01,198,新加坡,中国-北京,硕士,新国大、斯坦福,,95.0,53,智能硬件与技术、投资,北京
551,杨霞,95.0,73%,539,锦波,Jinbo,山西太原,生物医药,Biopharmaceuticals,未知,女士,50,1974-01-01,198,,中国-山西-太原,,,,95.0,50,生物医药,山西太原
551,昝圣达,95.0,-14%,-15,综艺,Zongyi,江苏南通,新能源、信息科技、投资,"New energy, IT, Investments",未知,先生,61,1963-04-01,198,中国-江苏-南通,中国-江苏-南通,,,中国-江苏-南通,95.0,61,新能源、信息科技、投资,江苏南通
551,张世龙,95.0,-10%,14,圣邦,SG Micro,北京,模拟芯片,Analog Chip,家族,先生,58,1966-01-01,198,,中国-北京,博士,,,95.0,58,模拟芯片,北京
551,周镇科,95.0,0%,84,大晟文化,Dasheng Times Cultural,广东深圳,文化娱乐,Media & Entertainment,未知,先生,49,1975-01-01,198,中国-广东-汕头,中国-广东-深圳,本科,华南理工,中国-广东-汕头,95.0,49,文化娱乐,广东深圳
576,曾繁城,90.0,64%,514,台积电,TSMC,台湾新竹,半导体,Semiconductors,未知,先生,未知,1900-01-01,198,,中国-台湾-新竹,,,,90.0,0,半导体,台湾新竹
576,常建鸣、傅磊,90.0,-49%,-263,鸣志电器,Moons,上海闵行,控制电机,Control motor,夫妇,先生,59,1965-01-01,198,,中国-上海,,,,90.0,59,控制电机,上海闵行
576,陈士良,90.0,-14%,-11,桐昆,Zhejiang Tongkun,浙江嘉兴,化纤、房地产,"Chemical fiber, real estate",未知,先生,61,1963-01-01,198,中国-浙江-嘉兴,中国-浙江-嘉兴,,,,90.0,61,化纤、房地产,浙江嘉兴
576,陈涛、刘春兰,90.0,50%,432,胜宏科技,Victory Giant,广东惠州,高密度印制电路板,Electronic Components,夫妇,先生,52,1972-04-01,198,中国-甘肃-陇南,中国-广东-惠州,,,中国-甘肃-陇南,90.0,52,高密度印制电路板,广东惠州
576,陈智松,90.0,-10%,9,亿联网络,Yealink,福建厦门,通信,Communication,未知,先生,58,1966-01-01,198,,中国-福建-厦门,本科,厦大,,90.0,58,通信,福建厦门
576,陈卓林,90.0,0%,93,雅居乐,Agile,广东广州,投资、房地产,"Investments, Real Estate",家族,先生,62,1962-01-01,198,中国-广东-中山,中国-广东-广州,博士,美国哈姆斯顿,中国-广东-中山,90.0,62,投资、房地产,广东广州
576,邓文、唐璐,90.0,-18%,-40,天味食品,Teway Food,四川成都,食品,Food,夫妇,先生,56,1968-01-01,198,中国-四川-成都,中国-四川-成都,本科,,,90.0,56,食品,四川成都
576,丁会,90.0,-36%,-170,嘉立创,JLC,广东深圳,半导体,Semiconductor,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,90.0,0,半导体,广东深圳
576,丁会响,90.0,-36%,-170,嘉立创,JLC,广东深圳,半导体,Semiconductor,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,90.0,0,半导体,广东深圳
576,董增平,90.0,23%,285,思源电气,Sieyuan,上海闵行,输配电设备,Electronic equipment,未知,先生,54,1970-01-01,198,,中国-上海,,,,90.0,54,输配电设备,上海闵行
576,傅光明,90.0,-33%,-149,圣农,Sunner,福建南平,农业,Agriculture,家族,先生,70,1954-01-01,198,中国-江西-抚州,中国-福建-南平,,,,90.0,70,农业,福建南平
576,高云峰,90.0,-10%,9,大族激光,Han's Laser,广东深圳,激光设备,Laser Equipment ,未知,先生,57,1967-02-01,198,,中国-广东-深圳,硕士,,中国-吉林,90.0,57,激光设备,广东深圳
576,何祖训,90.0,23%,285,神农集团,Shennong Agricultural Industry Group,云南昆明,畜牧,Pig Farming,未知,先生,59,1965-10-01,198,中国-云南-曲靖,中国-云南-昆明,,,中国-云南-曲靖,90.0,59,畜牧,云南昆明
576,黄建勲,90.0,-5%,59,联泰,Lian Tai,广东汕头,基础建设、房地产,"Infrastructure, Real Estate",未知,先生,59,1965-01-01,198,,中国-广东-汕头,,,,90.0,59,基础建设、房地产,广东汕头
576,黄民奇,90.0,6%,130,汉辰科技,HermesEpitek,台湾台北,半导体,Semiconductors,未知,先生,72,1952-01-01,198,中国-台湾,中国-台湾-台北,,,,90.0,72,半导体,台湾台北
576,黄小芬,90.0,13%,179,景旺电子,Kinwong,广东深圳,印刷电路板,Printed Circuit Board,家族,女士,61,1963-11-01,198,中国-广东-深圳,中国-广东-深圳,,,中国-广东-深圳,90.0,61,印刷电路板,广东深圳
576,赖苗,90.0,13%,179,景田,Ganten,广东深圳,饮料,Food & Beverages,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,90.0,0,饮料,广东深圳
576,李琼,90.0,-18%,-40,昆仑万维,Kunlun,北京,互联网游戏、投资,"Game, Investments",未知,先生,47,1977-11-01,198,,中国-北京,硕士,天大,,90.0,47,互联网游戏、投资,北京
576,利蕴莲,90.0,-10%,9,希慎兴业,Hysan,香港,房地产,Estate Holding,家族,先生,70,1954-01-01,198,中国-香港,中国-香港,,,中国-香港,90.0,70,房地产,香港
576,刘銮鸿,90.0,6%,130,利福国际,Lifestyle,香港,房地产,Estate Holding,未知,先生,71,1953-01-01,198,中国-香港,中国-香港,,,中国-广东-潮州,90.0,71,房地产,香港
576,刘振东,90.0,-10%,9,联东,Liando,北京,房地产,Real Estate,未知,先生,53,1971-09-01,198,中国-河北-唐山,中国-北京,,,,90.0,53,房地产,北京
576,陆兆禧,90.0,-5%,59,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,55,1969-01-01,198,中国-广东-广州,中国-浙江-杭州,本科,广州,,90.0,55,电子商务、金融科技,浙江杭州
576,罗嘉瑞,90.0,-14%,-11,鹰君,Great Eagle,香港,房地产,Estate Holding,家族,先生,71,1953-01-01,198,中国-香港,中国-香港,,,中国-广东-汕头,90.0,71,房地产,香港
576,牛宜顺、牛腾,90.0,-10%,9,华勤,Hixih,山东济宁,轮胎、输送带、电力,"Tires, conveyor belts, electricity",父子,先生,69,1955-01-01,198,中国-浙江-温州,中国-山东-济宁,,,,90.0,69,轮胎、输送带、电力,山东济宁
576,潘刚,90.0,-6%,58,伊利,Yili,内蒙古呼和浩特,乳制品,Dairy,未知,先生,54,1970-07-01,198,中国-内蒙古-锡林郭勒盟,中国-内蒙古-呼和浩特,博士,内蒙古农业、中欧、人大,中国-内蒙古-锡林郭勒盟,90.0,54,乳制品,内蒙古呼和浩特
576,秦华,90.0,6%,130,乖宝宠物,Gambol,山东聊城,宠物食品,Food,未知,先生,56,1968-01-01,198,,中国-山东-聊城,,,,90.0,56,宠物食品,山东聊城
576,任建华,90.0,-31%,-121,老板电器,Robam,浙江杭州,家用电器,Home appliances,未知,先生,67,1957-01-01,198,中国-浙江-杭州,中国-浙江-杭州,,,,90.0,67,家用电器,浙江杭州
576,沈亚,90.0,-18%,-40,唯品会,Vipshop,广东广州,新零售,New Retail,未知,先生,53,1971-01-01,198,中国-浙江-温州,中国-广东-广州,本科,上海铁路,,90.0,53,新零售,广东广州
576,史英文、董晓丽,90.0,-5%,59,荣和,Ronghe,广西南宁,房地产,Real estate,夫妇,先生,59,1965-10-01,198,中国-广西-南宁,中国-广西-南宁,硕士,北大,中国-上海,90.0,59,房地产,广西南宁
576,苏志刚,90.0,-10%,9,长隆,Chime Long,广东广州,旅游,Tourism,未知,先生,66,1958-01-01,198,中国-广东-广州,中国-广东-广州,,,,90.0,66,旅游,广东广州
576,王文杉,90.0,0%,93,联合报业,United Daily News,台湾台北,传媒,Media,家族,先生,54,1970-01-01,198,中国-台湾-台中,中国-台湾-台北,,,中国-浙江-金华,90.0,54,传媒,台湾台北
576,吴志刚,90.0,-25%,-84,桃李面包,Toly Bread,辽宁沈阳,食品,Food,家族,先生,89,1935-01-01,198,中国-辽宁,中国-辽宁-沈阳,,,,90.0,89,食品,辽宁沈阳
576,夏崇耀,90.0,32%,348,东方电缆,Orient Wires & Cables,浙江宁波,电缆,Cable,家族,先生,65,1959-01-01,198,,中国-浙江-宁波,,,,90.0,65,电缆,浙江宁波
576,向文波,90.0,-20%,-41,三一,Sany,北京,重型机械,Heavy Machinery,未知,先生,62,1962-06-01,198,中国-湖南-益阳,中国-湖南-长沙,硕士,湖南、大连理工、中欧,,90.0,62,重型机械,北京
576,张建国、蔡丽红,90.0,13%,179,九丰能源,Jovo Energy,广东广州,能源,Energy,夫妇,先生,61,1963-07-01,198,中国-广东-茂名,中国-广东-广州,,,中国-山东-淄博,90.0,61,能源,广东广州
