期号,开奖时间,前区号码,后区号码,有序前区号码,有序后区号码,销售额,奖池金额,开奖星期,中奖详情,顺序
25063,2025-06-07,05 18 26 29 32,07 10,05 29 32 18 26,07 10,353640087,1482278557.25,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '11', 'awardMoney': '7822918', 'totalMoney': '86052098'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '6258334', 'totalMoney': '12516668'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '102', 'awardMoney': '122650', 'totalMoney': '12510300'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '32', 'awardMoney': '98120', 'totalMoney': '3139840'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '309', 'awardMoney': '10000', 'totalMoney': '3090000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1337', 'awardMoney': '3000', 'totalMoney': '4011000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '22410', 'awardMoney': '300', 'totalMoney': '6723000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '47408', 'awardMoney': '200', 'totalMoney': '9481600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '49272', 'awardMoney': '100', 'totalMoney': '4927200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '1151855', 'awardMoney': '15', 'totalMoney': '17277825'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '11327092', 'awardMoney': '5', 'totalMoney': '56635460'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",90
25062,2025-06-04,14 20 27 28 29,06 10,20 28 27 29 14,10 06,331453922,1525360041.11,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '3', 'awardMoney': '10000000', 'totalMoney': '30000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '104', 'awardMoney': '172762', 'totalMoney': '17967248'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '20', 'awardMoney': '138209', 'totalMoney': '2764180'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '212', 'awardMoney': '10000', 'totalMoney': '2120000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1025', 'awardMoney': '3000', 'totalMoney': '3075000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15868', 'awardMoney': '300', 'totalMoney': '4760400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '22695', 'awardMoney': '200', 'totalMoney': '4539000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '37620', 'awardMoney': '100', 'totalMoney': '3762000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '723621', 'awardMoney': '15', 'totalMoney': '10854315'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7813567', 'awardMoney': '5', 'totalMoney': '39067835'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",89
25061,2025-06-02,02 11 16 23 28,05 10,28 02 16 23 11,05 10,326041766,1489857621.12,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '10', 'awardMoney': '8139831', 'totalMoney': '81398310'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '3', 'awardMoney': '6511864', 'totalMoney': '19535592'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '141', 'awardMoney': '99022', 'totalMoney': '13962102'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '40', 'awardMoney': '79217', 'totalMoney': '3168680'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '361', 'awardMoney': '10000', 'totalMoney': '3610000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1169', 'awardMoney': '3000', 'totalMoney': '3507000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20846', 'awardMoney': '300', 'totalMoney': '6253800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '34045', 'awardMoney': '200', 'totalMoney': '6809000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '48538', 'awardMoney': '100', 'totalMoney': '4853800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '869831', 'awardMoney': '15', 'totalMoney': '13047465'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8762317', 'awardMoney': '5', 'totalMoney': '43811585'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",88
25060,2025-05-31,12 14 19 33 34,01 07,34 12 19 33 14,01 07,344759819,1530054632.82,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '2', 'awardMoney': '10000000', 'totalMoney': '20000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '97', 'awardMoney': '205497', 'totalMoney': '19933209'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '25', 'awardMoney': '164397', 'totalMoney': '4109925'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '213', 'awardMoney': '10000', 'totalMoney': '2130000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '532', 'awardMoney': '3000', 'totalMoney': '1596000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13526', 'awardMoney': '300', 'totalMoney': '4057800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '16339', 'awardMoney': '200', 'totalMoney': '3267800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '35511', 'awardMoney': '100', 'totalMoney': '3551100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '609299', 'awardMoney': '15', 'totalMoney': '9139485'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7180566', 'awardMoney': '5', 'totalMoney': '35902830'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",87
25059,2025-05-28,03 09 10 11 26,01 02,26 10 11 09 03,01 02,330253002,1472810541.7,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '165', 'awardMoney': '81352', 'totalMoney': '13423080'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '34', 'awardMoney': '65081', 'totalMoney': '2212754'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '436', 'awardMoney': '10000', 'totalMoney': '4360000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1588', 'awardMoney': '3000', 'totalMoney': '4764000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '26783', 'awardMoney': '300', 'totalMoney': '8034900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '40763', 'awardMoney': '200', 'totalMoney': '8152600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '67511', 'awardMoney': '100', 'totalMoney': '6751100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '978863', 'awardMoney': '15', 'totalMoney': '14682945'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8801243', 'awardMoney': '5', 'totalMoney': '44006215'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",86
25058,2025-05-26,06 11 15 21 23,01 07,21 11 23 15 06,07 01,337041717,1457374217.14,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '3', 'awardMoney': '10000000', 'totalMoney': '30000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '147', 'awardMoney': '119413', 'totalMoney': '17553711'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '28', 'awardMoney': '95530', 'totalMoney': '2674840'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '287', 'awardMoney': '10000', 'totalMoney': '2870000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '840', 'awardMoney': '3000', 'totalMoney': '2520000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '19118', 'awardMoney': '300', 'totalMoney': '5735400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '22157', 'awardMoney': '200', 'totalMoney': '4431400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '50735', 'awardMoney': '100', 'totalMoney': '5073500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '777750', 'awardMoney': '15', 'totalMoney': '11666250'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8181130', 'awardMoney': '5', 'totalMoney': '40905650'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",85
25057,2025-05-24,09 10 11 12 29,01 10,12 10 29 11 09,10 01,379533383,1415654588.9,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '1', 'awardMoney': '10000000', 'totalMoney': '10000000'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '191', 'awardMoney': '100021', 'totalMoney': '19104011'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '45', 'awardMoney': '80016', 'totalMoney': '3600720'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '156', 'awardMoney': '21551', 'totalMoney': '3361956'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '37', 'awardMoney': '17242', 'totalMoney': '637954'}}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '473', 'awardMoney': '10000', 'totalMoney': '4730000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '790', 'awardMoney': '3000', 'totalMoney': '2370000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '24904', 'awardMoney': '300', 'totalMoney': '7471200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '25127', 'awardMoney': '200', 'totalMoney': '5025400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '63346', 'awardMoney': '100', 'totalMoney': '6334600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '858017', 'awardMoney': '15', 'totalMoney': '12870255'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8793123', 'awardMoney': '5', 'totalMoney': '43965615'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",84
25056,2025-05-21,12 15 28 29 32,08 11,29 32 15 28 12,11 08,354948673,1375155244.52,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '2', 'awardMoney': '10000000', 'totalMoney': '20000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '1', 'awardMoney': '10000000', 'totalMoney': '10000000'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '109', 'awardMoney': '158329', 'totalMoney': '17257861'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '27', 'awardMoney': '126663', 'totalMoney': '3419901'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '82', 'awardMoney': '40160', 'totalMoney': '3293120'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '22', 'awardMoney': '32129', 'totalMoney': '706838'}}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '230', 'awardMoney': '10000', 'totalMoney': '2300000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '836', 'awardMoney': '3000', 'totalMoney': '2508000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18164', 'awardMoney': '300', 'totalMoney': '5449200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '27578', 'awardMoney': '200', 'totalMoney': '5515600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '39069', 'awardMoney': '100', 'totalMoney': '3906900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '878979', 'awardMoney': '15', 'totalMoney': '13184685'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '9414055', 'awardMoney': '5', 'totalMoney': '47070275'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",83
25055,2025-05-19,08 10 25 29 30,01 02,25 29 08 10 30,01 02,373248241,1329842896.5,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '10000000', 'totalMoney': '60000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '5', 'awardMoney': '2000000', 'totalMoney': '10000000'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '110', 'awardMoney': '194591', 'totalMoney': '21405010'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '15', 'awardMoney': '155672', 'totalMoney': '2335080'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '86', 'awardMoney': '44052', 'totalMoney': '3788472'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '6', 'awardMoney': '35243', 'totalMoney': '211458'}}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '392', 'awardMoney': '10000', 'totalMoney': '3920000'}, 'addToBetWinner': {'remark': '三等奖派奖', 'awardNum': '323', 'awardMoney': '5000', 'totalMoney': '1615000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '697', 'awardMoney': '3000', 'totalMoney': '2091000'}, 'addToBetWinner': {'remark': '四等奖派奖', 'awardNum': '489', 'awardMoney': '1500', 'totalMoney': '733500'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '19056', 'awardMoney': '300', 'totalMoney': '5716800'}, 'addToBetWinner': {'remark': '五等奖派奖', 'awardNum': '14280', 'awardMoney': '150', 'totalMoney': '2142000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '20138', 'awardMoney': '200', 'totalMoney': '4027600'}, 'addToBetWinner': {'remark': '六等奖派奖', 'awardNum': '15017', 'awardMoney': '100', 'totalMoney': '1501700'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '60491', 'awardMoney': '100', 'totalMoney': '6049100'}, 'addToBetWinner': {'remark': '七等奖派奖', 'awardNum': '47998', 'awardMoney': '50', 'totalMoney': '2399900'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '761264', 'awardMoney': '15', 'totalMoney': '11418960'}, 'addToBetWinner': {'remark': '八等奖派奖', 'awardNum': '580287', 'awardMoney': '7.5', 'totalMoney': '4352152.5'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8351677', 'awardMoney': '5', 'totalMoney': '41758385'}, 'addToBetWinner': {'remark': '九等奖派奖', 'awardNum': '6430702', 'awardMoney': '2.5', 'totalMoney': '16076755'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}]",82
25054,2025-05-17,03 12 16 21 29,01 02,29 16 03 12 21,02 01,400498726,1305673257.89,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '10000000', 'totalMoney': '60000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '3', 'awardMoney': '3333333', 'totalMoney': '9999999'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '143', 'awardMoney': '157222', 'totalMoney': '22482746'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '28', 'awardMoney': '125777', 'totalMoney': '3521756'}, 'addToBetWinner2': {'remark': '派奖', 'awardNum': '99', 'awardMoney': '33613', 'totalMoney': '3327687'}, 'addToBetWinner3': {'remark': '追加派奖', 'awardNum': '25', 'awardMoney': '26891', 'totalMoney': '672275'}}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '363', 'awardMoney': '10000', 'totalMoney': '3630000'}, 'addToBetWinner': {'remark': '三等奖派奖', 'awardNum': '272', 'awardMoney': '5000', 'totalMoney': '1360000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '734', 'awardMoney': '3000', 'totalMoney': '2202000'}, 'addToBetWinner': {'remark': '四等奖派奖', 'awardNum': '564', 'awardMoney': '1500', 'totalMoney': '846000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '19702', 'awardMoney': '300', 'totalMoney': '5910600'}, 'addToBetWinner': {'remark': '五等奖派奖', 'awardNum': '14611', 'awardMoney': '150', 'totalMoney': '2191650'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '23831', 'awardMoney': '200', 'totalMoney': '4766200'}, 'addToBetWinner': {'remark': '六等奖派奖', 'awardNum': '18077', 'awardMoney': '100', 'totalMoney': '1807700'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '57895', 'awardMoney': '100', 'totalMoney': '5789500'}, 'addToBetWinner': {'remark': '七等奖派奖', 'awardNum': '44217', 'awardMoney': '50', 'totalMoney': '2210850'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '799489', 'awardMoney': '15', 'totalMoney': '11992335'}, 'addToBetWinner': {'remark': '八等奖派奖', 'awardNum': '601933', 'awardMoney': '7.5', 'totalMoney': '4514497.5'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8750223', 'awardMoney': '5', 'totalMoney': '43751115'}, 'addToBetWinner': {'remark': '九等奖派奖', 'awardNum': '6672937', 'awardMoney': '2.5', 'totalMoney': '16682342.5'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}]",81
